cause_id,penyebab_kematian
CS00700,Microcephaly
CS00701,Congenital hydrocephalus
CS00702,Other congenital malformations of brain
CS00703,Other congenital malformations of spinal cord
CS00704,Other congenital malformations of nervous system
CS00705,"Anophthalmos, microphthalmos and macrophthalmos"
CS00706,Congenital malformations of anterior segment of eye
CS00707,Other congenital malformations of eye
CS00708,Other congenital malformations of face and neck
CS00709,Congenital malformations of cardiac chambers and connections
CS00710,Congenital malformations of cardiac septa
CS00711,Congenital malformations of pulmonary and tricuspid valves
CS00712,Congenital malformations of aortic and mitral valves
CS00713,Other congenital malformations of heart
CS00714,Congenital malformations of great arteries
CS00715,Other congenital malformations of circulatory system
CS00716,Congenital malformations of nose
CS00717,Congenital malformations of larynx
CS00718,Congenital malformations of trachea and bronchus
CS00719,Congenital malformations of lung
CS00720,Other congenital malformations of respiratory system
CS00721,"Other congenital malformations of tongue, mouth and pharynx"
CS00722,Congenital malformations of oesophagus
CS00723,Other congenital malformations of upper alimentary tract
CS00724,"Congenital absence, atresia and stenosis of small intestine"
CS00725,"Congenital absence, atresia and stenosis of large intestine"
CS00726,Other congenital malformations of intestine
CS00727,"Congenital malformations of gallbladder, bile ducts and liver"
CS00728,Other congenital malformations of digestive system
CS00729,Other congenital malformations of male genital organs
CS00730,Renal agenesis and other reduction defects of kidney
CS00731,Cystic kidney disease
CS00732,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
CS00733,Other congenital malformations of kidney
CS00734,Other congenital malformations of urinary system
CS00735,Congenital deformities of feet
CS00736,"Congenital musculoskeletal deformities of head, face, spine and chest"
CS00737,Other congenital musculoskeletal deformities
CS00738,Reduction defects of upper limb
CS00739,Reduction defects of unspecified limb
CS00740,Other congenital malformations of skull and face bones
CS00741,Congenital malformations of spine and bony thorax
CS00742,Osteochondrodysplasia with defects of growth of tubular bones and spine
CS00743,Other osteochondrodysplasias
CS00744,"Congenital malformations of the musculoskeletal system, not elsewhere classified"
CS00745,Congenital ichthyosis
CS00746,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified"
CS00747,Other specified congenital malformation syndromes affecting multiple systems
CS00748,"Other congenital malformations, not elsewhere classified"
CS00749,Down syndrome
CS00750,"Other chromosome abnormalities, not elsewhere classified"
CS00751,Abnormalities of heart beat
CS00752,Cardiac murmurs and other cardiac sounds
CS00753,"Gangrene, not elsewhere classified"
CS00754,"Abnormal blood-pressure reading, without diagnosis"
CS00755,Haemorrhage from respiratory passages
CS00756,Abnormalities of breathing
CS00757,Pain in throat and chest
CS00758,Other symptoms and signs involving the circulatory and respiratory systems
CS00759,Abdominal and pelvic pain
CS00760,Nausea and vomiting
CS00761,Heartburn
CS00762,Dysphagia
CS00763,Flatulence and related conditions
CS00764,Faecal incontinence
CS00765,"Hepatomegaly and splenomegaly, not elsewhere classified"
CS00766,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified"
CS00767,Ascites
CS00768,Other symptoms and signs involving the digestive system and abdomen
CS00769,Rash and other nonspecific skin eruption
CS00770,"Localized swelling, mass and lump of skin and subcutaneous tissue"
CS00771,Other skin changes
CS00772,Other lack of coordination
CS00773,Unspecified urinary incontinence
CS00774,Retention of urine
CS00775,Other symptoms and signs involving the urinary system
CS00776,"Somnolence, stupor and coma"
CS00777,Fever of other and unknown origin
CS00778,"Pain, not elsewhere classified"
CS00779,Malaise and fatigue
CS00780,Senility
CS00781,Syncope and collapse
CS00782,"Convulsions, not elsewhere classified"
CS00783,"Shock, not elsewhere classified"
CS00784,"Haemorrhage, not elsewhere classified"
CS00785,Enlarged lymph nodes
CS00786,"Oedema, not elsewhere classified"
CS00787,Lack of expected normal physiological development
CS00788,Symptoms and signs concerning food and fluid intake
CS00789,Cachexia
CS00790,Other general symptoms and signs
CS00791,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity
CS00792,Abnormality of red blood cells
CS00793,"Abnormality of white blood cells, not elsewhere classified"
CS00794,Elevated blood glucose level
CS00795,Abnormal serum enzyme levels
CS00796,"Findings of drugs and other substances, not normally found in blood"
CS00797,Other abnormal findings of blood chemistry
CS00798,Isolated proteinuria
CS00799,Glycosuria
CS00800,Abnormal findings in cerebrospinal fluid
CS00801,Abnormal findings in specimens from respiratory organs and thorax
CS00802,Abnormal findings on diagnostic imaging of central nervous system
CS00803,Abnormal results of function studies
CS00804,Sudden infant death syndrome
CS00805,"Other sudden death, cause unknown"
CS00806,Unattended death
CS00807,Other ill-defined and unspecified causes of mortality
CS00808,Pedestrian injured in collision with pedal cycle
CS00809,Pedestrian injured in collision with two- or three-wheeled motor vehicle
CS00810,"Pedestrian injured in collision with car, pick-up truck or van"
CS00811,Pedestrian injured in collision with heavy transport vehicle or bus
CS00812,Pedestrian injured in collision with railway train or railway vehicle
CS00813,Pedestrian injured in collision with other nonmotor vehicle
CS00814,Pedestrian injured in other and unspecified transport accidents
CS00815,Pedal cyclist injured in collision with other pedal cycle
CS00816,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle
CS00817,"Pedal cyclist injured in collision with car, pick-up truck or van"
CS00818,Pedal cyclist injured in collision with heavy transport vehicle or bus
CS00819,Pedal cyclist injured in collision with railway train or railway vehicle
CS00820,Pedal cyclist injured in collision with fixed or stationary object
CS00821,Pedal cyclist injured in noncollision transport accident
CS00822,Pedal cyclist injured in other and unspecified transport accidents
CS00823,Motorcycle rider injured in collision with pedestrian or animal
CS00824,Motorcycle rider injured in collision with pedal cycle
CS00825,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle
CS00826,"Motorcycle rider injured in collision with car, pick-up truck or van"
CS00827,Motorcycle rider injured in collision with heavy transport vehicle or bus
CS00828,Motorcycle rider injured in collision with railway train or railway vehicle
CS00829,Motorcycle rider injured in collision with other nonmotor vehicle
CS00830,Motorcycle rider injured in collision with fixed or stationary object
CS00831,Motorcycle rider injured in noncollision transport accident
CS00832,Motorcycle rider injured in other and unspecified transport accidents
CS00833,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal
CS00834,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"
CS00835,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus
CS00836,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object
CS00837,Occupant of three-wheeled motor vehicle injured in noncollision transport accident
CS00838,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
CS00839,Car occupant injured in collision with pedestrian or animal
CS00840,Car occupant injured in collision with pedal cycle
CS00841,Car occupant injured in collision with two- or three-wheeled motor vehicle
CS00842,"Car occupant injured in collision with car, pick-up truck or van"
CS00843,Car occupant injured in collision with heavy transport vehicle or bus
CS00844,Car occupant injured in collision with railway train or railway vehicle
CS00845,Car occupant injured in collision with other nonmotor vehicle
CS00846,Car occupant injured in collision with fixed or stationary object
CS00847,Car occupant injured in noncollision transport accident
CS00848,Car occupant injured in other and unspecified transport accidents
CS00849,Occupant of pick-up truck or van injured in collision with pedestrian or animal
CS00850,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
CS00851,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
CS00852,Occupant of pick-up truck or van injured in collision with fixed or stationary object
CS00853,Occupant of pick-up truck or van injured in noncollision transport accident
CS00854,Occupant of pick-up truck or van injured in other and unspecified transport accidents
CS00855,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
CS00856,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
CS00857,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
CS00858,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
CS00859,Occupant of heavy transport vehicle injured in noncollision transport accident
CS00860,Occupant of heavy transport vehicle injured in other and unspecified transport accidents
CS00861,Bus occupant injured in collision with pedal cycle
CS00862,Bus occupant injured in collision with two- or three-wheeled motor vehicle
CS00863,"Bus occupant injured in collision with car, pick-up truck or van"
CS00864,Bus occupant injured in collision with railway train or railway vehicle
CS00865,Bus occupant injured in collision with other nonmotor vehicle
CS00866,Bus occupant injured in collision with fixed or stationary object
CS00867,Bus occupant injured in noncollision transport accident
CS00868,Bus occupant injured in other and unspecified transport accidents
CS00869,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
CS00870,Occupant of railway train or railway vehicle injured in transport accident
CS00871,Occupant of streetcar injured in transport accident
CS00872,Occupant of special vehicle mainly used on industrial premises injured in transport accident
CS00873,Occupant of special vehicle mainly used in agriculture injured in transport accident
CS00874,Occupant of special construction vehicle injured in transport accident
CS00875,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
CS00876,Traffic accident of specified type but victim's mode of transport unknown
CS00877,Nontraffic accident of specified type but victim's mode of transport unknown
CS00878,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified"
CS00879,Accident to watercraft causing drowning and submersion
CS00880,Accident to watercraft causing other injury
CS00881,Water-transport-related drowning and submersion without accident to watercraft
CS00882,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
CS00883,Other specified transport accidents
CS00884,Unspecified transport accident
CS00885,"Fall on same level from slipping, tripping and stumbling"
CS00886,Fall while being carried or supported by other persons
CS00887,Fall involving bed
CS00888,Fall involving chair
CS00889,Fall involving other furniture
CS00890,Fall involving playground equipment
CS00891,Fall on and from stairs and steps
CS00892,Fall on and from ladder
CS00893,Fall on and from scaffolding
CS00894,"Fall from, out of or through building or structure"
CS00895,Fall from tree
CS00896,Fall from cliff
CS00897,Diving or jumping into water causing injury other than drowning or submersion
CS00898,Other fall from one level to another
CS00899,Other fall on same level
CS00900,Unspecified fall
CS00901,"Struck by thrown, projected or falling object(s)"
CS00902,Striking against or struck by other object(s)
CS00903,"Caught, crushed, jammed or pinched in or between objects"
CS00904,Contact with other sharp object(s)
CS00905,Contact with nonpowered hand tool
CS00906,Contact with powered lawnmower
CS00907,Contact with other powered hand tools and household machinery
CS00908,Contact with agricultural machinery
CS00909,Contact with other and unspecified machinery
CS00910,Handgun discharge
CS00911,"Rifle, shotgun and larger firearm discharge"
CS00912,Discharge from other and unspecified firearms
CS00913,Explosion and rupture of gas cylinder
CS00914,"Explosion and rupture of pressurized tyre, pipe or hose"
CS00915,Explosion and rupture of other specified pressurized devices
CS00916,Discharge of firework
CS00917,Explosion of other materials
CS00918,Exposure to vibration
CS00919,Exposure to other and unspecified inanimate mechanical forces
CS00920,"Hit, struck, kicked, twisted, bitten or scratched by another person"
CS00921,Striking against or bumped into by another person
